Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,cumul_emb8,cumul_emb9,cumul_emb10,cumul_emb11,cumul_emb12,cumul_emb13,cumul_emb14,cumul_emb15,no_node_emb
Kevin Ramsey,2002,Arizona Cardinals (NFL),defensive backs,D,Sec,3,2,0.0,0.0,0,0,-0.03386162221431732,0.22481392323970795,1.1822401285171509,-0.09712716192007063,-0.6312743425369263,-0.06551852822303772,-0.399770051240921,0.4422687590122223,1.059963583946228,-0.3070245683193207,-0.5998961329460144,-0.6200193762779236,-0.2164330631494522,-1.253106951713562,-0.17983360588550568,0.7196226119995117,0
Larry Marmie,2002,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,6,0.0,0.0,0,1,-0.4154254496097565,0.5424335002899171,0.4801395833492279,0.7705801725387573,-0.3606916964054108,-0.7020646929740906,0.2196730226278305,0.10001083463430403,0.5541476607322693,0.19888466596603396,-0.5946066975593567,-0.5668578147888184,-0.2112795859575272,-0.8821429610252379,-0.19786328077316284,0.4422973692417145,0
Joe Greene,2002,Arizona Cardinals (NFL),defensive line,D,DL,3,15,0.0,0.0,0,0,1.055983304977417,0.9193752408027648,0.46808260679245,0.5884925723075867,0.18330347537994385,-0.16132931411266327,0.3671785593032837,-1.4082772731781006,-0.6767240166664124,0.3567834198474884,-0.7769988775253296,0.5292595624923706,-0.4019037485122681,-0.14217102527618408,0.20542341470718384,-0.6607320308685303,0
Dave McGinnis,2002,Arizona Cardinals (NFL),head coach,HC,HC,1,16,0.562,0.333,1,0,0.1694728285074234,0.5604066848754883,0.540110170841217,0.790221095085144,-0.4857305586338043,-0.7930663824081421,-0.12679558992385864,-0.12887513637542725,0.4108781814575195,0.2018059492111206,-0.15732412040233612,-0.6178101301193237,0.007977098226547241,-0.9992480874061584,0.2036382108926773,0.5208571553230286,0
Jeff FitzGerald,2002,Arizona Cardinals (NFL),linebackers,D,LB,3,8,0.0,0.0,0,0,-0.665695309638977,0.3937629163265228,1.0466252565383911,0.09377626329660416,-0.0668465867638588,-0.2812149226665497,-0.22968944907188416,0.5729202032089233,0.32175013422966003,0.1144070327281952,-0.21870002150535586,-0.7258898615837097,-0.3936651945114136,-0.7652367949485779,0.2628577649593353,0.414302259683609,0
Rich Olson,2002,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
George Warhop,2002,Arizona Cardinals (NFL),offensive line,O,OL,3,6,0.0,0.0,0,0,-0.5607302188873291,0.4870675802230835,0.8402547240257263,0.0796976387500763,-0.904885470867157,-0.02966337651014328,-0.2280005216598511,-0.021909069269895557,-0.06799857318401338,0.7083914279937744,-0.5485303997993469,-0.5846626162528992,-0.030984010547399517,-1.100791335105896,-0.3265581130981445,0.8391084074974059,0
Geep Chryst,2002,Arizona Cardinals (NFL),quarterbacks,O,QB,3,6,0.0,0.0,0,0,-0.2732670605182648,0.4459181129932404,1.3456363677978516,0.30649334192276,-0.8226097822189331,-0.6343784332275391,0.16895639896392822,0.14215803146362305,0.09314387291669846,-0.0779837965965271,-0.13227486610412598,-0.7810577154159546,0.5420688390731812,-0.9699531197547911,-0.03041077218949795,-0.0067288014106452465,0
Johnny Roland,2002,Arizona Cardinals (NFL),running backs,O,RB,3,23,0.0,0.0,0,0,-0.16923047602176666,0.7353545427322388,0.4674354493618012,0.1375211775302887,-0.6671520471572876,-0.741989254951477,-0.568477988243103,0.1275239735841751,0.3592330515384674,0.110544815659523,-0.6162387132644653,-0.7486548423767091,-0.19943495094776156,-0.20026980340480804,0.0326148197054863,0.16439680755138394,0
Pete Hoener,2002,Arizona Cardinals (NFL),tight ends,O,TE,3,1,0.0,0.0,0,0,-0.309350848197937,0.4414506256580353,1.048261642456055,-0.19255845248699188,-0.6208173036575317,-0.8157303333282471,0.3592548370361328,-0.28266051411628723,0.6727131605148315,0.11751534789800645,-0.3663977384567261,-0.6580509543418884,-0.1910632997751236,-1.2972060441970823,-0.3967173099517822,0.415894091129303,0
Jerry Sullivan,2002,Arizona Cardinals (NFL),wide receivers,O,WR,3,10,0.0,0.0,0,0,0.3500572443008423,0.6345323920249939,0.8977412581443787,0.06096366792917252,-0.17523980140686035,-0.4228129386901856,0.3771376609802246,0.018676163628697395,0.050233930349349976,-0.18674665689468384,-0.6578302383422852,-0.2728684842586517,-0.3693559765815735,-0.7683133482933044,-0.07075881212949753,0.4590658247470856,0
Ron Milus,2003,Arizona Cardinals (NFL),defensive backs,D,Sec,3,3,0.562,0.562,0,0,0.1671459674835205,-0.8811421990394592,1.0739054679870603,-0.2368593513965607,-0.31918373703956604,-1.119677186012268,-0.6394430994987488,-1.1204884052276611,0.6228504180908203,0.682578444480896,0.3138658106327057,-0.4375511109828949,-0.04023455455899239,0.6199528574943542,-0.32264405488967896,-0.7158594131469727,0
Larry Marmie,2003,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,7,0.312,0.312,0,1,-0.5215377807617188,0.5532604455947876,0.7000885009765625,0.19168752431869507,-0.5911328792572021,-0.4942964315414429,0.20950095355510712,-0.2983651161193848,0.6111695766448975,0.2066738605499268,-0.5552412867546082,-0.7437759041786194,-0.24304351210594174,-0.7707281112670898,-0.1449342668056488,0.3910327553749085,0
Joe Greene,2003,Arizona Cardinals (NFL),defensive line,D,DL,3,16,0.312,0.312,0,0,-0.27140548825263977,1.3264838457107544,1.0229209661483765,0.4377878308296204,-0.7548303604125977,-0.2533968389034271,0.394821971654892,-0.8472385406494141,0.2800353765487671,0.07153303921222688,-0.6514797210693359,-0.42029133439064026,-0.2454854249954224,-0.9070472717285156,-0.058912914246320724,0.18589814007282254,0
Dave McGinnis,2003,Arizona Cardinals (NFL),head coach,HC,HC,1,17,0.562,0.344,1,0,0.19311605393886566,0.7558662295341492,0.5043459534645081,0.6764793992042542,-0.7289992570877075,-0.5404063463211061,-0.061957143247127526,-0.30617067217826843,0.2258318811655045,-0.012563438154757023,-0.3515133559703827,-0.8350452184677124,-0.2592978775501251,-1.0455386638641355,-0.1762545108795166,0.2504497170448303,0
Jeff FitzGerald,2003,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.312,0.312,0,0,-0.6852925419807434,0.521964430809021,1.0047420263290403,0.12225985527038576,-0.3722135126590729,-0.6596362590789795,0.014249438419938087,0.004457063041627407,0.3810991048812866,-0.013142144307494164,-0.5032417774200441,-0.9895727634429932,-0.4281176030635834,-0.6346384882926941,0.4510906934738159,0.14961010217666626,0
Jerry Sullivan,2003,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,11,0.312,0.312,0,1,0.029745344072580338,0.6103515625,0.7700350284576416,0.11069877445697784,-0.20406214892864227,-0.4104651212692261,0.3626880943775177,-0.3676639795303345,-0.04665429517626762,-0.3167184293270111,-0.8441987633705139,-0.12377526611089705,-0.24533559381961825,-0.7503082156181335,-0.4215419590473175,0.5142654776573181,0
Pete Hoener,2003,Arizona Cardinals (NFL),offensive line,O,OL,3,2,0.312,0.312,0,0,-0.43069279193878174,0.4292860925197601,0.8194832801818848,-0.048081636428833015,-1.061254858970642,-0.6488240361213684,0.20068086683750155,-0.8401848077774048,0.6078982353210449,-0.0933564156293869,-0.6769243478775024,-0.7760642170906067,0.10340359807014464,-1.0221614837646484,-0.3799219131469727,0.6725879907608032,0
Geep Chryst,2003,Arizona Cardinals (NFL),quarterbacks,O,QB,3,6,0.312,0.312,0,0,-0.5495036244392395,0.958938479423523,0.6303287744522095,0.07909367978572845,-0.6883745193481445,-0.2725939452648163,0.3558069467544556,-0.17589686810970304,0.06988568603992462,-0.20191511511802676,-0.2184867113828659,-1.181939721107483,0.23055046796798706,-0.9574161171913148,-0.37873727083206177,-0.08913275599479675,0
Johnny Roland,2003,Arizona Cardinals (NFL),running backs,O,RB,3,24,0.312,0.312,0,0,-0.309063583612442,0.8048568964004517,0.8557326793670654,-0.12665089964866638,-0.8241042494773865,-0.6326251626014711,-0.2961360514163971,-0.07609822601079941,0.2916839122772217,-0.0240334365516901,-0.7889150381088257,-0.4177699387073517,-0.2125396728515625,-0.12948773801326752,-0.365595281124115,-0.1268911212682724,0
Marty Galbraith,2003,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tyke Tolbert,2003,Arizona Cardinals (NFL),wide receivers,O,WR,3,0,0.0,0.0,0,0,1.7517807483673096,0.3990563154220581,4.150785446166991,-0.6923330426216125,0.36080628633499146,1.0849124193191528,0.6675035953521729,-2.12493109703064,-0.6095145344734192,-0.687954843044281,1.1999636888504028,-0.28699755668640137,-0.6391037702560425,-4.3460187911987305,0.11995097249746325,-1.2798141241073608,0
Richard Solomon,2004,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Clancy Pendergast,2004,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,8,0.312,0.312,0,1,0.2225237786769867,0.24552121758461,1.7165520191192627,-0.3192155957221985,0.09733333438634872,0.8955410122871399,-0.057745158672332764,0.146669402718544,0.6065883636474609,0.050701223313808434,0.3587835133075714,-0.2845072448253632,-0.5342062115669249,-0.0771624967455864,0.19808967411518094,-0.7115120887756348,0
Don Pollard,2004,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dennis Green,2004,Arizona Cardinals (NFL),head coach,HC,HC,1,14,0.688,0.542,1,0,0.2367066293954849,0.165601447224617,0.3365979790687561,0.9868178367614746,0.19086922705173487,-0.199275016784668,-0.6000522971153259,0.0639520138502121,0.2403865307569504,0.19408456981182096,-0.27050623297691345,0.2145833671092987,0.3632090985774994,0.03994162753224373,-0.7499415278434753,-0.4971265196800232,0
Frank Bush,2004,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.625,0.594,0,0,0.5488482117652893,-0.6525477766990662,1.0860558748245241,-0.38101089000701904,-0.4455870985984802,-1.1213666200637815,-0.35111963748931885,-0.6583132743835449,-0.3515137434005737,0.5904474258422852,0.10633895546197893,0.440868079662323,0.5288142561912537,-0.19517241418361664,-0.5627269148826599,-0.4883670210838318,0
Alex Wood,2004,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,5,0.5,0.438,0,1,0.2649657428264618,0.6722696423530579,0.2105233073234558,-0.015838494524359703,0.3419354856014252,0.3837747871875763,-0.5362315177917479,0.3149523138999939,0.6091344952583313,-0.5125371217727661,-0.7017831802368164,0.4331562221050263,0.3262783885002136,-0.26353228092193604,-0.6392913460731506,-0.6434080600738525,0
Bob Wylie,2004,Arizona Cardinals (NFL),offensive line,O,OL,3,13,0.438,0.344,0,0,0.33726587891578674,-0.01173961628228426,0.8375017046928406,0.058964788913726814,-0.2533304393291473,-0.09572213888168336,-0.605311393737793,-0.2867134511470795,0.8656428456306458,-0.5372054576873779,-0.1471407562494278,0.13946887850761416,-0.024950914084911343,0.4570458233356476,-0.27632012963294983,0.715988278388977,0
Mike Kruczek,2004,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kirby Wilson,2004,Arizona Cardinals (NFL),running backs,O,RB,3,6,0.438,0.438,0,0,0.36116471886634827,-0.15743625164031982,0.3887267708778381,0.48292076587677,-0.10140124708414078,-0.026402851566672325,-0.7694751620292664,0.12406326085329054,0.7760240435600281,0.6270060539245605,-0.18649914860725406,-0.14308536052703855,0.025257766246795654,0.06829758733510971,0.4358190894126892,-0.3814040422439575,0
Mike Wilson,2004,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.0,0.0,0,0,-0.5118763446807861,-1.1721276044845579,1.1446198225021362,0.9930860996246338,1.2008068561553955,-0.6039144396781921,-0.7460448741912842,-0.7113434076309204,-0.9568694233894348,-0.7005661129951477,-0.17766104638576508,-0.3737096786499024,-0.3807631731033325,-2.490530490875244,-0.5701414346694946,1.366578459739685,0
Robert Ford,2004,Arizona Cardinals (NFL),wide receivers,O,WR,3,13,0.625,0.594,0,0,0.4317784607410431,-0.03997674584388733,0.6083011627197266,-0.05182697623968125,-0.2768436968326569,-0.285771906375885,-0.3630098402500153,-0.17131878435611725,-0.20398277044296265,-0.3123609125614166,-0.27201157808303833,-1.1322848796844482,-1.0901819467544556,-0.2558508515357971,0.2303018420934677,-0.5120255351066589,0
Richard Solomon,2005,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.375,0.375,0,0,0.3700396716594696,0.5872620940208435,1.0206167697906494,0.9911577105522156,-0.6664952039718628,-0.4406689703464508,-0.6338105201721191,0.5017231702804565,0.8628314137458801,0.8496549129486084,0.15485402941703796,-0.25255900621414185,-0.6857095956802368,-0.841660737991333,-0.6201092600822449,-0.12850452959537506,0
Clancy Pendergast,2005,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,9,0.375,0.333,0,1,0.3647409379482269,0.5858604907989502,1.4674670696258545,0.1855459362268448,-0.4616556167602539,0.34720227122306824,-0.09051796048879623,0.6032251119613647,0.6002165079116821,0.3121308386325836,0.3699566721916199,-0.18394656479358676,-0.08911354094743729,-0.27997058629989624,-0.2780708074569702,-0.4068903028964996,0
Don Pollard,2005,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.375,0.375,0,0,0.554390549659729,0.7155343890190125,1.1947078704833984,1.0345335006713867,-0.6424635648727417,-0.3005200922489166,-0.4414759874343872,0.5117488503456116,0.752608060836792,0.9816108942031859,0.2533711493015289,-0.2987299859523773,-0.6532129645347595,-0.8594249486923218,-0.6759544610977173,0.004640691913664341,0
Dennis Green,2005,Arizona Cardinals (NFL),head coach,HC,HC,1,15,0.688,0.458,1,0,0.09607797861099243,0.3272952437400818,0.4175732731819153,0.9732483029365541,-0.0043900138698518285,-0.2828212380409241,-0.24473978579044345,0.2861124575138092,0.4049440622329712,0.8835921287536621,-0.5016318559646606,-0.22176715731620789,-0.15051831305027008,-0.5388798713684082,-0.5450869798660278,0.05063214898109436,0
Frank Bush,2005,Arizona Cardinals (NFL),linebackers,D,LB,3,10,0.625,0.521,0,0,0.6428385972976685,-0.11477506160736085,0.6204063296318054,0.3077223598957062,-0.4284069836139679,-1.1596825122833252,-0.7628844976425171,0.26456183195114136,0.049502067267894745,0.6315956711769104,0.19930154085159305,0.5936315059661865,0.08797662705183029,-0.6899571418762207,-0.5365153551101685,-0.02682427130639553,0
