Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,cumul_emb8,cumul_emb9,cumul_emb10,cumul_emb11,cumul_emb12,cumul_emb13,cumul_emb14,cumul_emb15,no_node_emb
Kevin Ramsey,2002,Arizona Cardinals (NFL),defensive backs,D,Sec,3,2,0.0,0.0,0,0,-1.0296690464019775,0.2628968060016632,-1.1596884727478027,0.7683573365211487,1.195366382598877,-0.4803328216075897,-0.16328592598438266,0.8836498856544495,-0.3173494338989258,0.37600722908973694,-0.13357184827327728,-0.29764464497566223,0.2758205533027649,-0.6809318661689758,0.019027071073651317,-0.06843005865812303,0
Larry Marmie,2002,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,6,0.0,0.0,0,1,-0.6960112452507019,0.10912592709064484,-0.7005482316017151,-0.1556253880262375,0.5212262272834778,-0.30902865529060364,-0.4703306555747986,0.5302249193191528,0.04137267172336578,0.4732314348220825,-0.7376547455787659,-0.6734992265701294,-0.06492890417575836,-0.6184578537940979,-0.17588165402412415,0.7086513042449951,0
Joe Greene,2002,Arizona Cardinals (NFL),defensive line,D,DL,3,15,0.0,0.0,0,0,-0.9217880368232728,-0.40645885467529297,-0.3718298673629761,-0.5574769973754883,-0.9085716009140016,-0.601431131362915,-0.7238278985023499,1.131834864616394,0.5542396306991577,0.06687016040086746,-0.3198745846748352,0.6423125863075256,0.2687886357307434,-0.08143134415149689,0.29788923263549805,0.8775894641876221,0
Dave McGinnis,2002,Arizona Cardinals (NFL),head coach,HC,HC,1,16,0.562,0.333,1,0,-0.3585027158260345,0.5573015213012695,-0.5336835384368896,-0.29241546988487244,0.5664603114128113,-0.13431629538536072,-0.3978830277919769,0.9990809559822084,-0.05448547378182411,-0.1244974136352539,-0.7318354845046997,-0.2794296443462372,-0.4399161338806152,-0.6772667169570923,-0.07757546752691269,0.18743585050106049,0
Jeff FitzGerald,2002,Arizona Cardinals (NFL),linebackers,D,LB,3,8,0.0,0.0,0,0,-0.4632073044776917,0.09342900663614273,-0.33551162481307983,0.5781726837158203,0.6764360070228577,-0.05978262796998024,-0.3571906387805939,0.6559364199638367,0.09832879155874252,0.7816341519355774,-0.5203899741172789,-0.6816739439964294,-0.13244442641735074,-0.5228803753852844,-0.3593094050884247,0.15948878228664398,0
Rich Olson,2002,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
George Warhop,2002,Arizona Cardinals (NFL),offensive line,O,OL,3,6,0.0,0.0,0,0,-0.1469414085149765,-0.2532619833946228,-0.2802939713001251,0.6520320177078247,0.9927924871444702,0.021916445344686508,-0.620137631893158,0.7258762121200562,0.17086663842201233,0.011097384616732596,-0.9626698493957521,-0.18339651823043826,0.10113832354545592,-0.43691101670265203,-0.4791162610054016,0.5543590188026428,0
Geep Chryst,2002,Arizona Cardinals (NFL),quarterbacks,O,QB,3,6,0.0,0.0,0,0,-0.2513655424118042,0.7043097019195557,-0.0440710186958313,0.1885236948728561,0.551946222782135,-0.3153984844684601,-0.3898361325263977,1.0968449115753174,0.15729014575481415,0.21747264266014102,-0.10130465775728226,-0.3478502929210663,0.2203126698732376,-0.6907853484153748,-0.6901223063468933,0.8850463628768921,0
Johnny Roland,2002,Arizona Cardinals (NFL),running backs,O,RB,3,23,0.0,0.0,0,0,-0.3481541872024536,-0.33185121417045593,-0.0659516453742981,0.17842887341976166,0.426965057849884,0.043978236615657806,-0.4398776292800903,0.9697995185852052,-0.07923444360494614,0.0676177591085434,-0.5088845491409302,-0.5914603471755981,0.10995875298976898,-0.4759491384029389,-0.002797015011310577,0.3578585088253021,0
Pete Hoener,2002,Arizona Cardinals (NFL),tight ends,O,TE,3,1,0.0,0.0,0,0,-0.3388205468654633,0.15413931012153625,-0.505259096622467,-0.05508660152554512,0.8605674505233765,0.09951552003622056,-0.06749214231967926,1.130154013633728,-0.20388056337833405,0.30787116289138794,-0.6175861358642578,-0.4053417444229126,0.0015101104509085415,-0.9075750112533568,-0.4633729457855225,0.7633300423622131,0
Jerry Sullivan,2002,Arizona Cardinals (NFL),wide receivers,O,WR,3,10,0.0,0.0,0,0,-0.5546846985816956,0.12698008120059967,-0.3165771961212158,0.2475321888923645,-0.02911542914807796,0.06171432137489319,0.04047995805740357,0.7667052149772644,-0.1327483206987381,0.3135932385921478,-0.37536752223968506,-0.05402050167322159,0.23815450072288516,-0.904826521873474,0.1297542005777359,0.7033809423446655,0
Ron Milus,2003,Arizona Cardinals (NFL),defensive backs,D,Sec,3,3,0.562,0.562,0,0,-0.4075271189212799,-0.290243923664093,-0.4045053720474243,0.7443283796310425,0.2647256851196289,1.7269243001937866,-0.08304426819086075,0.7602086663246155,0.3709383010864258,-0.5272480845451355,0.23700545728206635,-1.264782190322876,0.9936221241950988,0.4516073763370514,0.2377597242593765,-0.19006508588790894,0
Larry Marmie,2003,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,7,0.312,0.312,0,1,-0.9457486867904664,0.2328307032585144,-0.5513292551040649,0.0013027512468397615,0.5980875492095947,-0.29944971203804016,-0.2412680834531784,0.5366657376289368,-0.0980071946978569,0.2851337492465973,-0.17605973780155182,-0.7068375945091248,-0.1379736065864563,-0.4351653158664704,-0.1822843998670578,0.8167849779129028,0
Joe Greene,2003,Arizona Cardinals (NFL),defensive line,D,DL,3,16,0.312,0.312,0,0,-1.347279667854309,0.17450784146785736,-0.6091639399528503,0.03582287207245827,0.5231487154960632,-0.4418928027153015,-0.619735836982727,1.2273114919662476,0.33699965476989746,0.3690280318260193,0.3555630445480347,-0.1966315656900406,0.13639727234840393,-0.516571581363678,-0.38320061564445496,1.0981123447418213,0
Dave McGinnis,2003,Arizona Cardinals (NFL),head coach,HC,HC,1,17,0.562,0.344,1,0,-0.7813295722007751,0.4286203384399414,-0.3795070052146912,-0.2271449565887451,0.4439809024333954,-0.038583818823099136,-0.6566731333732605,1.0484555959701538,0.0855490192770958,-0.06839651614427568,-0.2312795072793961,-0.4760907292366028,-0.5461211800575256,-0.5178737044334412,0.3251396715641022,0.6271798610687256,0
Jeff FitzGerald,2003,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.312,0.312,0,0,-0.5034081935882568,0.17051874101161954,-0.6755030155181885,0.5065149664878845,0.5914229154586792,-0.3672698140144348,-0.2510333657264709,0.9075508713722228,-0.0778433084487915,0.7381981611251831,-0.16043490171432495,-0.4710171520709992,-0.3753021955490112,-0.3651837706565857,-0.5392594933509827,0.4943825900554657,0
Jerry Sullivan,2003,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,11,0.312,0.312,0,1,-0.7878115177154541,0.0015191120328381658,-0.2813979089260101,0.22914843261241916,-0.03383391723036766,-0.163143128156662,0.00878873560577631,0.8437373042106628,0.2448764145374298,0.4882506132125855,0.10061338543891908,-0.2256439328193665,0.16840851306915286,-0.5238969922065735,0.1183415949344635,1.1907975673675537,0
Pete Hoener,2003,Arizona Cardinals (NFL),offensive line,O,OL,3,2,0.312,0.312,0,0,-1.0665266513824463,0.26675522327423096,-0.4918441772460938,0.0657769963145256,0.8415747284889221,-0.06682655215263368,-0.024343768134713173,0.9102818369865416,-0.3499876856803894,0.1001427322626114,0.32338571548461914,-0.4861167669296265,-0.12267991900444032,-0.6251705288887024,-0.021155057474970814,1.02626633644104,0
Geep Chryst,2003,Arizona Cardinals (NFL),quarterbacks,O,QB,3,6,0.312,0.312,0,0,-0.3916967213153839,0.4389069378376007,0.009987075813114643,-0.13583160936832428,0.6329423189163208,-0.582757830619812,-0.5137993097305298,1.0759150981903076,0.059360973536968224,0.5533384084701538,0.1589210480451584,-0.4833573698997498,-0.3282274305820465,-0.19210608303546906,-0.3409900367259979,1.0978187322616575,0
Johnny Roland,2003,Arizona Cardinals (NFL),running backs,O,RB,3,24,0.312,0.312,0,0,-0.9106026887893676,-0.032502032816410065,-0.15344248712062836,0.4928308129310608,0.2620238661766052,-0.004983380436897278,-0.36687609553337097,1.0030739307403564,-0.11074794083833693,-0.13600827753543854,0.05814401060342789,-0.5181491971015929,-0.21699248254299164,-0.1821666955947876,0.008174806833267212,0.5968650579452515,0
Marty Galbraith,2003,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
